Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Alerts_Warnings,AttackType,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geolocation_Data,ProxyInformation,FirewallLogs,IDS_IPS_Alerts,Log_Source
10.42.0.42-23.208.168.108-43010-80-6,19-05-22 1:14,81.68.153.72,21.234.232.109,40576,29662,TCP,832,Data,HTTP,Unknown,0,Logged,Low,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/14.0.890.0 Safari/534.0",Segment B,"Jalgaon, Nagaland",55.133.226.162,Unknown,Unknown,Firewall
202.77.129.150-10.42.0.151-443-48795-6,20-12-20 16:36,118.78.62.170,83.92.151.66,13783,3602,ICMP,483,Data,DNS,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/46.0.804.0 Safari/534.2",Segment B,"Ujjain, Tripura",Unknown,Log Data,Unknown,Firewall
10.42.0.151-10.42.0.1-36782-53-17,16-10-20 15:22,48.228.28.60,109.50.77.77,3303,56554,ICMP,129,Data,FTP,Unknown,0,Logged,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.0),Segment B,"Sultan Pur Majra, Gujarat",49.111.244.26,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-62319-53-17,03-03-21 23:14,137.60.51.111,184.249.56.66,15406,54923,UDP,1152,Control,FTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/38.0.841.0 Mobile/46K690 Safari/536.0",Segment C,"Aligarh, Andhra Pradesh",29.130.223.250,Log Data,Unknown,Firewall
192.229.173.173-10.42.0.211-80-51202-6,13-08-22 7:59,115.213.43.247,76.233.140.205,5702,9263,ICMP,979,Control,FTP,Unknown,0,Ignored,Low,Opera/8.84.(Windows NT 5.2; ln-CD) Presto/2.9.183 Version/11.00,Segment C,"Fatehpur, Gujarat",168.233.67.232,Unknown,Alert Data,Firewall
192.229.173.173-10.42.0.151-80-57988-6,20-03-20 4:55,170.180.82.124,98.149.122.167,28889,25106,TCP,1414,Data,HTTP,Unknown,1,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.1),Segment A,"Thoothukudi, Jharkhand",42.223.216.178,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-21927-53-17,20-10-20 10:04,93.64.106.109,212.248.223.25,15411,49895,ICMP,1310,Control,DNS,Alert Triggered,0,Ignored,High,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2341-08-01 02:38:15 Firefox/3.6.15,Segment B,"Anand, Mizoram",Unknown,Log Data,Alert Data,Server
172.217.10.3-10.42.0.42-443-35933-6,16-12-22 3:49,80.27.199.215,63.179.249.115,31068,34719,TCP,144,Data,FTP,Unknown,0,Blocked,Medium,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/25.0.859.0 Safari/533.1",Segment B,"Ramgarh, Haryana",Unknown,Unknown,Alert Data,Firewall
172.217.10.142-10.42.0.151-443-48214-6,16-04-23 13:17,87.124.182.49,132.22.42.60,44998,38832,UDP,842,Control,DNS,Unknown,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0),Segment C,"Morena, Punjab",213.3.92.144,Unknown,Alert Data,Firewall
239.255.255.250-10.42.0.1-1900-46278-17,02-07-23 19:00,34.0.114.130,109.226.74.167,39636,34262,ICMP,1385,Control,DNS,Unknown,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),Segment A,"Pondicherry, Tamil Nadu",Unknown,Unknown,Alert Data,Server
172.217.12.138-10.42.0.151-443-47547-6,26-11-20 2:04,93.196.23.252,35.103.189.42,6486,39540,UDP,289,Control,FTP,Unknown,1,Blocked,High,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.10.5 (KHTML, like Gecko) Version/4.0 Safari/533.10.5",Segment C,"Bhilwara, Jharkhand",Unknown,Log Data,Alert Data,Firewall
172.217.10.110-10.42.0.151-443-52902-6,15-08-22 6:03,53.25.80.87,90.163.200.209,48768,10750,TCP,1460,Data,DNS,Unknown,0,Ignored,Medium,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/43.0.892.0 Safari/535.2",Segment A,"Thoothukudi, Uttar Pradesh",221.114.57.1,Log Data,Alert Data,Firewall
10.42.0.211-54.165.129.5-49352-443-6,08-08-23 15:24,162.162.165.131,74.206.213.148,61728,35559,UDP,869,Control,HTTP,Alert Triggered,0,Blocked,High,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2; rv:1.9.6.20) Gecko/4203-01-16 02:00:15 Firefox/3.8,Segment C,"Bhimavaram, Arunachal Pradesh",80.167.4.161,Log Data,Alert Data,Server
10.42.0.151-10.42.0.1-51168-53-17,17-09-22 11:48,27.253.23.166,203.48.43.82,46138,54985,TCP,417,Control,FTP,Alert Triggered,0,Ignored,High,Opera/8.92.(X11; Linux x86_64; ff-SN) Presto/2.9.163 Version/12.00,Segment C,"Agartala, Jharkhand",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-23.208.168.108-51787-443-6,17-09-23 22:48,172.248.1.125,17.154.235.95,21095,27497,UDP,572,Control,HTTP,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/22.0.870.0 Mobile/28T564 Safari/532.1",Segment C,"Bhagalpur, West Bengal",108.143.129.46,Unknown,Alert Data,Server
151.101.21.108-10.42.0.211-443-53455-6,05-06-23 13:22,69.116.72.156,104.122.251.184,24078,25664,ICMP,180,Control,FTP,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ig-NG) AppleWebKit/532.17.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.17.6",Segment B,"Vadodara, Arunachal Pradesh",Unknown,Log Data,Unknown,Server
216.58.219.194-10.42.0.151-443-44642-6,23-07-21 2:46,134.52.163.209,51.250.237.63,37512,57619,ICMP,932,Data,FTP,Alert Triggered,0,Blocked,Low,Opera/8.78.(Windows CE; eo-US) Presto/2.9.161 Version/11.00,Segment B,"Bhilai, Arunachal Pradesh",Unknown,Unknown,Unknown,Firewall
10.42.0.1-10.42.0.42-53-19431-17,25-07-22 4:11,211.7.161.134,194.134.160.197,1641,64927,UDP,1055,Control,FTP,Alert Triggered,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),Segment A,"Vasai-Virar, Karnataka",147.106.136.122,Log Data,Unknown,Server
172.217.10.234-10.42.0.151-443-33982-6,01-07-21 19:31,115.21.126.242,114.121.222.105,48924,46167,UDP,213,Data,FTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; so-DJ) AppleWebKit/531.33.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.33.3",Segment B,"Jodhpur, Uttarakhand",Unknown,Log Data,Unknown,Server
180.149.153.234-10.42.0.211-80-52502-6,29-04-20 14:19,92.57.132.198,219.118.251.176,48358,17762,ICMP,1158,Control,FTP,Alert Triggered,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),Segment B,"Gaya, West Bengal",203.173.5.92,Log Data,Unknown,Firewall
216.58.219.227-10.42.0.151-443-52165-6,28-01-20 15:41,164.41.143.12,169.170.4.111,17441,58066,TCP,454,Control,HTTP,Alert Triggered,1,Logged,Low,Opera/9.71.(X11; Linux x86_64; ayc-PE) Presto/2.9.181 Version/11.00,Segment B,"Anantapuram, Rajasthan",Unknown,Unknown,Unknown,Server
172.217.11.2-10.42.0.211-443-60545-6,07-03-20 21:11,47.84.12.126,69.5.2.164,42833,24353,ICMP,1416,Control,DNS,Alert Triggered,0,Logged,Low,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/50.0.872.0 Safari/536.2",Segment A,"Hosur, Chhattisgarh",150.5.97.193,Log Data,Alert Data,Firewall
10.42.0.211-119.146.74.49-46645-443-6,15-12-21 12:37,183.42.50.204,214.182.3.15,32744,24135,TCP,1096,Control,DNS,Unknown,0,Ignored,Medium,Opera/9.66.(Windows NT 4.0; zu-ZA) Presto/2.9.160 Version/11.00,Segment C,"Sambalpur, Himachal Pradesh",82.255.119.192,Unknown,Unknown,Firewall
202.77.129.161-10.42.0.151-80-53690-6,20-03-22 19:51,48.202.135.109,174.210.96.254,10175,65009,ICMP,711,Data,HTTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ar-MR) AppleWebKit/534.22.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.22.6",Segment C,"North Dumdum, Goa",Unknown,Unknown,Unknown,Firewall
10.42.0.211-14.29.93.254-44787-80-6,29-03-23 19:53,63.161.87.24,75.237.163.1,43254,19132,TCP,824,Control,FTP,Alert Triggered,0,Logged,High,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/56.0.879.0 Safari/533.0",Segment B,"Sangli-Miraj & Kupwad, Chhattisgarh",Unknown,Unknown,Unknown,Firewall
10.42.0.151-108.168.176.226-60975-5222-6,11-09-20 4:55,135.56.151.143,222.124.102.238,34198,32306,UDP,1427,Data,DNS,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.1),Segment A,"Jamalpur, Tripura",Unknown,Unknown,Unknown,Server
172.217.10.110-10.42.0.151-443-51159-6,30-05-22 1:27,132.149.221.248,204.121.203.232,36750,15343,TCP,1035,Control,DNS,Unknown,0,Logged,High,Mozilla/5.0 (Windows 98; Win 9x 4.90; ar-PS; rv:1.9.1.20) Gecko/6823-02-15 00:09:50 Firefox/9.0,Segment A,"Patna, Haryana",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-52.84.29.154-47440-443-6,24-03-21 17:19,92.224.139.189,97.210.27.2,37637,55779,UDP,1299,Data,HTTP,Unknown,0,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; fo-FO) AppleWebKit/534.11.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.11.7",Segment B,"Muzaffarpur, Goa",23.85.151.247,Unknown,Unknown,Server
10.42.0.151-10.42.0.1-31789-53-17,20-03-23 14:31,77.48.109.234,25.50.216.209,47161,58119,TCP,1373,Control,HTTP,Unknown,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),Segment C,"Hubliƒ??Dharwad, Mizoram",191.112.150.60,Log Data,Unknown,Firewall
10.42.0.211-119.146.74.32-51325-443-6,08-08-23 20:29,84.77.18.43,83.204.44.114,19763,58031,ICMP,1273,Control,DNS,Unknown,0,Ignored,Medium,Opera/9.42.(X11; Linux i686; en-ZM) Presto/2.9.186 Version/11.00,Segment B,"Guntakal, Chhattisgarh",Unknown,Unknown,Alert Data,Server
10.42.0.151-112.80.248.187-50574-80-6,10-12-22 7:04,103.91.178.88,107.227.186.74,40893,64143,UDP,553,Data,FTP,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ber-MA) AppleWebKit/531.27.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.27.5",Segment B,"Dehri, Himachal Pradesh",66.116.238.41,Unknown,Alert Data,Server
10.42.0.151-52.173.205.111-35623-443-6,06-06-20 14:01,96.252.228.62,9.231.238.19,22769,44543,ICMP,973,Control,HTTP,Unknown,0,Blocked,Medium,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/29.0.800.0 Safari/531.2",Segment A,"Allahabad, Assam",116.211.199.79,Log Data,Unknown,Server
180.149.136.194-10.42.0.211-80-57382-6,13-09-21 22:25,18.117.103.185,197.102.244.76,52853,41869,UDP,376,Data,HTTP,Unknown,1,Blocked,Medium,Mozilla/5.0 (Android 2.3.7; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,Segment A,"Guwahati, Sikkim",Unknown,Log Data,Alert Data,Firewall
202.77.129.161-10.42.0.211-80-56998-6,19-06-23 1:05,112.46.125.0,199.18.242.167,49665,60514,UDP,684,Data,FTP,Unknown,1,Logged,Low,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.46.3 (KHTML, like Gecko) Version/5.1 Safari/531.46.3",Segment A,"Morena, Meghalaya",Unknown,Log Data,Unknown,Firewall
10.42.0.211-106.11.15.99-48181-443-6,12-11-20 4:52,31.252.105.102,86.230.122.243,39339,31310,UDP,503,Data,HTTP,Alert Triggered,0,Blocked,High,Opera/8.78.(X11; Linux i686; apn-IN) Presto/2.9.178 Version/10.00,Segment B,"Asansol, Meghalaya",59.3.124.43,Unknown,Alert Data,Firewall
10.42.0.151-31.13.80.12-55319-443-6,20-01-20 12:43,45.205.175.232,114.247.126.234,23529,61308,TCP,810,Control,FTP,Alert Triggered,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),Segment C,"Dehri, Punjab",Unknown,Log Data,Unknown,Firewall
203.205.158.62-10.42.0.211-80-48290-6,22-04-22 23:12,120.105.183.227,208.39.85.79,35501,38223,ICMP,213,Data,DNS,Unknown,0,Blocked,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),Segment A,"Nashik, Jharkhand",Unknown,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-7398-53-17,09-10-20 13:55,192.86.236.67,85.3.141.42,27485,45237,TCP,1357,Control,DNS,Unknown,0,Logged,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),Segment C,"Jaunpur, Telangana",Unknown,Log Data,Alert Data,Server
216.58.219.206-10.42.0.151-443-39513-6,17-02-23 14:47,68.37.49.199,211.176.118.1,58133,11581,ICMP,664,Control,FTP,Unknown,0,Logged,High,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1; rv:1.9.5.20) Gecko/6187-06-22 02:08:40 Firefox/10.0,Segment A,"Nizamabad, Manipur",Unknown,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-42703-53-17,02-04-22 18:38,86.49.163.136,66.175.1.203,32625,46785,TCP,706,Data,DNS,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/62.0.881.0 Safari/533.2",Segment B,"Jamnagar, Himachal Pradesh",38.219.162.193,Log Data,Alert Data,Server
174.129.31.175-10.42.0.211-443-59740-6,30-09-23 17:24,15.208.36.213,116.217.184.242,38163,22985,UDP,518,Data,FTP,Alert Triggered,0,Logged,Medium,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7080-06-10 20:05:22 Firefox/3.8,Segment B,"Morena, Madhya Pradesh",5.93.191.120,Log Data,Unknown,Server
10.42.0.151-10.42.0.1-42804-53-17,30-07-22 17:32,221.98.146.84,91.124.149.68,48629,25180,TCP,1107,Control,FTP,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/60.0.843.0 Safari/531.0",Segment A,"Vadodara, Tamil Nadu",94.158.64.149,Unknown,Alert Data,Firewall
10.42.0.211-52.84.29.55-54709-443-6,07-02-20 5:38,24.49.123.170,49.214.69.205,63298,51917,TCP,840,Control,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/31.0.888.0 Safari/532.0",Segment C,"Panvel, Jharkhand",Unknown,Log Data,Alert Data,Server
172.217.10.34-10.42.0.151-443-37430-6,16-03-20 20:42,58.238.41.18,180.234.108.75,42904,26130,ICMP,1259,Control,DNS,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; lb-LU) AppleWebKit/535.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.3.4",Segment B,"Bihar Sharif, Rajasthan",160.106.129.65,Log Data,Unknown,Firewall
209.10.120.26-10.42.0.211-80-38605-6,07-06-22 20:37,168.42.148.55,40.117.113.79,26966,29331,ICMP,690,Control,HTTP,Unknown,0,Logged,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/5463-09-10 15:26:27 Firefox/3.8,Segment C,"Kurnool, Kerala",Unknown,Log Data,Unknown,Server
10.42.0.151-72.21.207.148-60102-443-6,20-03-20 6:06,5.133.105.12,138.90.123.237,4438,15799,TCP,810,Control,DNS,Unknown,1,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_8; rv:1.9.6.20) Gecko/8252-02-21 11:01:46 Firefox/3.8,Segment C,"Thoothukudi, Karnataka",185.57.221.124,Unknown,Unknown,Server
10.42.0.1-10.42.0.42-53-54544-17,11-10-21 10:06,168.105.28.112,48.41.242.116,2315,42940,TCP,879,Control,HTTP,Unknown,0,Ignored,High,Opera/8.60.(Windows NT 5.1; ky-KG) Presto/2.9.182 Version/11.00,Segment B,"Morbi, Uttarakhand",Unknown,Unknown,Unknown,Firewall
10.42.0.151-50.17.232.169-33952-443-6,26-06-20 0:32,4.109.245.41,112.210.6.66,52691,48312,TCP,266,Control,FTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/54.0.850.0 Safari/534.2",Segment C,"Thane, Himachal Pradesh",Unknown,Log Data,Unknown,Server
172.217.6.202-10.42.0.151-443-49843-6,28-06-22 23:30,216.34.90.240,216.221.67.159,47390,39405,ICMP,1263,Control,HTTP,Unknown,1,Blocked,High,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/24.0.878.0 Safari/532.1",Segment A,"Naihati, West Bengal",Unknown,Unknown,Alert Data,Server
172.217.10.35-10.42.0.211-443-60461-6,08-05-21 16:27,110.44.152.148,78.229.155.99,39151,62394,UDP,875,Control,HTTP,Unknown,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),Segment C,"Maheshtala, Bihar",221.14.33.186,Unknown,Unknown,Server
172.217.10.234-10.42.0.42-443-35816-6,03-04-21 17:08,56.147.155.29,150.40.126.53,5300,36992,UDP,1476,Data,DNS,Unknown,0,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; hy-AM) AppleWebKit/535.5.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.5.7",Segment B,"Varanasi, Nagaland",38.161.109.195,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-31480-53-17,12-06-23 8:12,7.98.223.43,155.240.180.39,45046,46080,ICMP,763,Data,FTP,Alert Triggered,0,Ignored,Low,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6; rv:1.9.5.20) Gecko/5449-09-12 12:31:14 Firefox/3.6.17,Segment C,"Darbhanga, Sikkim",81.222.17.137,Unknown,Unknown,Firewall
172.217.3.106-10.42.0.151-443-52047-6,02-04-23 6:34,133.115.182.244,135.170.86.244,9536,37388,ICMP,739,Control,HTTP,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),Segment B,"Morena, Karnataka",195.152.59.229,Unknown,Alert Data,Server
175.100.207.233-10.42.0.151-80-50836-6,03-08-21 2:39,201.96.155.174,31.230.101.46,49893,56127,UDP,879,Data,DNS,Unknown,0,Blocked,High,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8771-12-09 11:34:16 Firefox/10.0,Segment C,"Tezpur, Madhya Pradesh",193.14.16.25,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-47100-53-17,10-11-21 11:00,196.166.116.20,12.8.64.22,16606,29340,UDP,529,Control,DNS,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.21.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.21.1",Segment C,"Hajipur, Rajasthan",Unknown,Unknown,Unknown,Firewall
10.42.0.211-54.192.38.154-41782-443-6,22-04-21 19:19,191.14.110.192,205.99.1.91,11832,6548,UDP,551,Data,FTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8449-09-07 19:01:19 Firefox/13.0,Segment B,"Madurai, Arunachal Pradesh",Unknown,Unknown,Unknown,Server
172.217.10.234-10.42.0.211-443-54871-6,30-08-20 21:38,150.98.226.3,5.173.186.200,22665,64019,ICMP,290,Data,HTTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/25.0.858.0 Safari/531.1",Segment B,"Kottayam, Nagaland",78.159.177.98,Log Data,Alert Data,Firewall
172.217.12.194-10.42.0.211-443-47895-6,07-01-22 11:06,199.2.174.212,8.184.56.136,37555,21851,ICMP,205,Data,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4552-11-04 04:47:25 Firefox/3.6.15,Segment A,"Yamunanagar, Himachal Pradesh",Unknown,Log Data,Unknown,Server
10.42.0.42-123.125.115.164-53673-443-6,12-09-23 19:34,182.158.140.58,159.127.25.99,25630,52014,TCP,611,Data,FTP,Unknown,0,Blocked,Medium,Opera/8.85.(Windows 98; niu-NZ) Presto/2.9.186 Version/10.00,Segment B,"Ranchi, Rajasthan",50.149.219.133,Unknown,Unknown,Firewall
203.205.158.35-10.42.0.211-80-35235-6,22-01-20 1:29,38.156.92.245,71.13.101.22,38576,24120,UDP,159,Data,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (Windows NT 5.0; zu-ZA; rv:1.9.0.20) Gecko/4505-09-19 05:41:10 Firefox/3.8,Segment C,"Srinagar, Maharashtra",62.78.86.13,Log Data,Alert Data,Firewall
217.69.136.176-10.42.0.151-443-33472-6,02-09-20 2:51,118.15.8.168,212.23.140.245,56679,43042,UDP,976,Data,FTP,Unknown,1,Blocked,Low,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3; rv:1.9.4.20) Gecko/7430-03-23 17:49:05 Firefox/3.6.13,Segment A,"Bhavnagar, Manipur",201.65.74.227,Unknown,Unknown,Server
172.217.3.110-10.42.0.211-443-58684-6,13-07-21 18:45,57.1.170.153,62.176.150.193,62264,59610,TCP,697,Data,HTTP,Alert Triggered,0,Ignored,High,Mozilla/5.0 (Windows NT 5.1; the-NP; rv:1.9.2.20) Gecko/2546-11-10 06:33:12 Firefox/3.8,Segment C,"Ambarnath, Arunachal Pradesh",16.218.255.193,Log Data,Unknown,Server
10.42.0.211-10.42.0.1-34357-53-17,24-05-22 9:41,37.1.141.200,143.155.98.9,22072,41131,ICMP,125,Data,HTTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; cy-GB) AppleWebKit/534.7.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.7.3",Segment A,"Singrauli, Assam",Unknown,Unknown,Unknown,Server
192.229.173.173-10.42.0.211-80-49942-6,16-07-20 13:27,133.79.16.152,112.251.211.162,24772,26093,TCP,1458,Control,DNS,Alert Triggered,0,Logged,High,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/12.9t8045.0 Mobile/23D264 Safari/535.0",Segment C,"Bareilly, Nagaland",39.98.129.215,Unknown,Alert Data,Firewall
174.35.73.111-10.42.0.211-80-51249-6,10-08-20 17:32,136.54.233.160,23.250.227.155,36848,29249,TCP,197,Data,HTTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/44.0.839.0 Safari/534.0",Segment A,"Amroha, Jharkhand",Unknown,Unknown,Alert Data,Server
10.42.0.151-10.42.0.1-36580-53-17,12-12-22 19:03,112.175.8.42,126.130.43.243,2728,46786,UDP,204,Control,DNS,Unknown,0,Logged,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),Segment A,"Mau, Telangana",54.120.208.88,Unknown,Alert Data,Server
172.217.10.110-10.42.0.151-443-35271-6,31-12-20 1:26,72.83.55.229,29.73.111.177,19418,63377,ICMP,1139,Control,FTP,Unknown,1,Ignored,High,Opera/8.54.(Windows CE; gd-GB) Presto/2.9.183 Version/11.00,Segment A,"Yamunanagar, Gujarat",Unknown,Unknown,Alert Data,Server
172.217.10.131-10.42.0.151-443-43683-6,26-02-21 18:21,112.141.16.245,107.157.191.173,25658,47494,UDP,77,Control,FTP,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_8; rv:1.9.4.20) Gecko/9129-05-07 04:33:18 Firefox/3.8,Segment B,"Narasaraopet, Kerala",Unknown,Log Data,Alert Data,Firewall
222.73.28.96-10.42.0.42-80-41507-6,27-07-21 7:46,80.223.188.132,159.180.53.184,63532,5675,UDP,560,Control,FTP,Unknown,0,Blocked,Medium,Mozilla/5.0 (Windows NT 5.2; bs-BA; rv:1.9.1.20) Gecko/3438-05-01 13:45:17 Firefox/3.8,Segment C,"Tirupati, Gujarat",64.51.24.241,Log Data,Alert Data,Server
10.42.0.211-64.71.142.124-43103-443-6,12-05-23 11:43,68.193.92.169,142.154.220.196,52461,45503,ICMP,1323,Data,HTTP,Alert Triggered,0,Logged,High,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_3; rv:1.9.4.20) Gecko/5183-06-05 12:17:25 Firefox/3.8,Segment B,"Muzaffarnagar, Gujarat",Unknown,Unknown,Alert Data,Firewall
172.217.11.3-10.42.0.42-443-42332-6,02-09-22 12:59,44.152.156.62,140.190.94.8,46234,48021,TCP,102,Control,HTTP,Unknown,0,Ignored,Low,Opera/8.81.(Windows NT 6.2; nso-ZA) Presto/2.9.174 Version/11.00,Segment A,"Shimoga, Telangana",Unknown,Unknown,Unknown,Firewall
10.42.0.211-54.239.17.112-56223-443-6,14-07-20 8:00,57.68.15.227,20.221.112.191,32795,9707,TCP,1144,Control,HTTP,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.34.5 (KHTML, like Gecko) Version/5.1 Safari/535.34.5",Segment B,"Kirari Suleman Nagar, Uttarakhand",Unknown,Unknown,Alert Data,Firewall
10.42.0.151-52.84.1.143-32858-443-6,25-09-20 1:28,202.204.212.32,35.89.236.147,18404,21384,TCP,1447,Control,HTTP,Alert Triggered,0,Logged,High,Mozilla/5.0 (Android 4.3; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,Segment C,"Ichalkaranji, Andhra Pradesh",Unknown,Log Data,Alert Data,Server
